no,분류1,분류2,글자수,문구
14.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,113.0,"한두 차례 감정 표현이 평소와 다른 모습이 있었으나, 이는 성장 과정에서 자주 나타나는 자연스러운 흐름으로 판단됩니다. 학원에서는 무리 없이 편안한 대화를 이어가며 학생의 상태를 면밀히 살피고 있습니다."
15.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,116.0,"학습이나 교우관계에서 큰 어려움은 없지만, 간혹 정서적으로 살짝 예민해지는 순간이 있었습니다. 이 시기에는 누구나 겪을 수 있는 변화로 보고 있으며, 학원에서는 부드럽게 교감하며 조심스럽게 살펴보고 있습니다."
16.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,118.0,"평소와 크게 다르진 않지만, 감정의 여유가 약간 줄어든 듯한 느낌이 드는 시점이 있었습니다. 특별히 걱정하실 상황은 아니며, 학생이 편안하게 느낄 수 있도록 말과 표정 하나하나에 더 신경 쓰며 살펴보고 있습니다."
17.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,111.0,"최근 들어 감정 표현이 다소 간결해진 모습이 있어 유심히 보고 있습니다. 아이들마다 그 시기에 따라 자연스럽게 변화하는 부분으로 이해하고 있으며, 학원에서는 무리하지 않고 따뜻하게 다가가고 있습니다."
18.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,116.0,"일상적인 상황에서는 평소처럼 잘 지내고 있으나, 특정 순간에서 감정 반응이 잠시 미묘하게 줄어드는 느낌이 들었습니다. 정서적인 조율이 필요한 시기일 수 있어 조심스럽게 살피며 교감의 기회를 넓혀가고 있습니다."
19.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,114.0,"표정과 분위기에서 순간적으로 차분해지는 인상이 느껴진 적이 있으나, 또래 아이들에게 흔히 나타나는 자연스러운 흐름으로 판단됩니다. 학원에서는 학생의 호흡에 맞춰 정서적 여유를 만들어주려 노력하고 있습니다."
20.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,112.0,"감정 표현이 일관적으로 안정되어 있다가 최근 살짝 무뎌지는 듯한 반응이 있어 신중하게 관찰하고 있습니다. 걱정하실 정도의 변화는 아니며, 학원에서는 학생이 편안하게 표현할 수 있도록 조율하고 있습니다."
21.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,116.0,"최근 예전보다 조용한 모습이 보이긴 하지만, 수업에 집중하고 친구들과도 무리 없이 어울리고 있습니다. 성장 과정에서 나타날 수 있는 정서의 변화로 보고 있으며, 학생의 속도에 맞춰 부드럽게 다가가고 있습니다."
22.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,117.0,"최근 눈빛이 살짝 차분해진 듯한 인상이 있었고, 말수가 줄어든 날도 있었습니다. 하지만 활동에는 잘 참여하고 있어 일시적인 흐름으로 보고 있습니다. 불필요한 자극 없이 따뜻하게 반응을 살피며 지켜보고 있습니다."
23.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,114.0,"한동안은 눈맞춤도 잘하고 반응도 활기찼는데, 최근엔 간혹 미소가 조금 덜한 날도 있습니다. 정서적 조절력이 형성되어가는 시기로 보고 있으며, 학생이 편안하게 감정을 표현할 수 있도록 조심스레 교감중입니다."
24.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,117.0,"아주 사소한 상황에서도 전보다 조금 더 신중해지는 모습이 보여, 아이의 감정 변화에 관심을 두고 있습니다. 누구에게나 나타날 수 있는 성장의 한 부분으로 이해하고 있으며, 친근한 대화 속에서 다가가고 있습니다."
25.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,116.0,"최근 들어 말투가 좀 더 조용하고 대화의 전개에서 살짝 민감한 듯한 순간들이 있었습니다. 걱정하실 정도는 전혀 아니며, 학원에서는 학생이 편안하게 느끼는 방식으로 조심스럽고 따뜻하게 소통을 이어가고 있습니다."
26.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,116.0,"평소보다 감정을 조금 눌러 표현하는 듯한 모습이 드문드문 관찰되긴 했지만, 수업이나 활동에는 잘 적응하고 있습니다. 정서의 깊이가 생기는 시기라고 생각하며, 자연스럽게 마음을 열 수 있도록 함께하고 있습니다."
27.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,118.0,"요즘엔 활짝 웃는 시간이 조금 줄어든 듯해 눈여겨보고 있습니다. 다만 친구들과는 여전히 잘 지내고 있고, 수업중 몰입도도 유지되고 있어 일시적인 흐름으로 보고 있습니다. 따뜻한 시선으로 곁에서 함께하고 있습니다."
28.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,117.0,"소소한 실수에도 예전보다 조금 더 민감하게 반응하는 날이 있어 정서적 리듬을 조심스럽게 살피고 있습니다. 큰 걱정은 없으며, 아이의 감정이 자연스럽게 풀릴 수 있도록 편안한 분위기를 유지하며 다가가고 있습니다."
29.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,116.0,"대체로 밝은 편이지만 요즘은 스스로를 살피는 듯한 조용한 모습이 보입니다. 이 시기에 자주 나타나는 자기 조절 과정의 과정으로 보며, 학생의 리듬에 맞춰 기다리며 필요한 순간에 부드럽게 손을 내밀고 있습니다."
30.0,학생의 정서적인 상태,감정적 약간의 변화 있음.,114.0,"최근 감정을 표현하는 모습이 약간 줄어든 날이 있었지만, 전반적인 흐름은 안정적입니다. 감정을 정리하고 내면화하는 시기로 보여지며, 무리한 개입 없이 아이의 신호에 귀기울이며 조심스럽게 함께하고 있습니다."
1.0,교사와의 관계,친밀하고 예의 있음,118.0,"수업 이나 대화중 언제나 교사에게 예의를 갖춰 반응하며, 말투나 태도에서도 자연스럽고 존중하는 마음이 느껴집니다. 친근하면서도 선을 잘 지키는 편으로, 교사와의 관계가 매우 안정적이고 편안하게 형성되어 있습니다."
2.0,교사와의 관계,친밀하고 예의 있음,117.0,"교사와의 관계가 매우 부드럽고 편안하며, 말 한마디 한마디에 예의 바른 태도가 일관되게 드러납니다. 작은 요청에도 정중히 반응하고, 웃으며 대화하는 모습에서 존중과 신뢰가 잘 자리잡혀 있음을 느낄 수 있습니다."
3.0,교사와의 관계,친밀하고 예의 있음,113.0,"교사와의 소통이 자연스럽고 원활하며, 말투나 눈빛에서도 상대에 대한 존중이 느껴집니다. 질문시에는 경청하려는 태도를, 답변시에는 예의 있는 표현을 사용하는 등 또래에 비해 성숙한 관계 맺음이 돋보입니다."
4.0,교사와의 관계,친밀하고 예의 있음,113.0,"수업 전후로 인사와 태도가 항상 깔끔하고 공손합니다. 교사와의 거리를 과하게 좁히지 않으면서도 따뜻하게 소통하는 모습에서, 기본적인 예절과 어른에 대한 존중심이 자연스럽게 배어 있음을 느낄 수 있습니다."
5.0,교사와의 관계,친밀하고 예의 있음,111.0,"질문을 하거나 도움을 요청할 때에도 말투가 정중하고, 상대방의 말에 끼어들지 않으려는 태도가 잘 지켜지고 있습니다. 교사와의 관계가 매우 안정적이며, 기본적인 예의범절이 잘 형성되어 있는 모습입니다."
6.0,교사와의 관계,친밀하고 예의 있음,107.0,"교사에게 장난스럽게 다가오는 순간이 있더라도 예의 있는 선을 지키며, 존중하는 말투와 태도를 유지하려는 노력이 엿보입니다. 신뢰와 친밀감이 균형 있게 유지되는 건강한 관계를 이어가고 있습니다."
7.0,교사와의 관계,친밀하고 예의 있음,111.0,"눈을 맞추며 차분하게 대화하는 태도, 작은 일에도 “감사합니다”를 잊지 않는 표현 등에서 어른에 대한 존중이 분명히 느껴집니다. 교사와의 신뢰관계도 깊어, 수업 외적인 대화에서도 편안함이 유지됩니다."
8.0,교사와의 관계,친밀하고 예의 있음,110.0,"교사의 말에 집중하며 경청하려는 태도가 좋고, 반응도 또박또박 정중하게 이어집니다. 말투나 표정 하나에서도 기본적인 예의가 잘 배어 있어, 또래 친구들 사이에서도 모범적인 태도를 보여주는 편입니다."
9.0,교사와의 관계,친밀하고 예의 있음,105.0,"교사와의 관계는 단지 친한 것을 넘어, 존중과 예의가 함께하는 관계로 잘 자리잡고 있습니다. 어른 앞에서 말과 행동을 조심스럽게 다듬으려는 태도도 보이며, 관계 안에서 안정감이 느껴집니다."
10.0,교사와의 관계,친밀하고 예의 있음,113.0,"인사나 질문, 일상적인 대화까지 모두 정중하면서도 자연스러운 흐름이 잘 유지됩니다. 교사에 대한 존중과 신뢰가 바탕이 되어 있어, 가르침에 잘 반응하며 예의 바르게 소통하는 모습이 지속적으로 관찰됩니다."
11.0,교사와의 관계,친밀하고 예의 있음,117.0,"교사에게 말을 걸 때는 늘 공손한 말투와 차분한 태도를 유지하며, 상대방의 말을 끝까지 듣는 모습이 인상적입니다. 밝고 정중하게 소통하려는 태도가 자연스럽게 배어 있어, 바르게 잘 자라고 있다는 느낌을 줍니다."
12.0,교사와의 관계,친밀하고 예의 있음,116.0,"인사 하나도 흐트러짐 없이 반듯하게 건네며, 말투나 시선에서도 상대방을 존중하는 태도가 느껴집니다. 어른과의 관계에서 예의와 친밀함의 균형을 잘 지키는 모습이 돋보이며, 정서적 성숙함이 자연스럽게 드러납니다."
13.0,교사와의 관계,친밀하고 예의 있음,114.0,"수업중 대화는 물론, 쉬는 시간의 짧은 소통 속에서도 교사에 대한 존중과 배려가 깃든 언행이 자주 관찰됩니다. 또래에 비해 의젓하고 성숙한 태도가 눈에 띄며, 올곧게 자라고 있는 모습이 참 보기 좋습니다."
14.0,교사와의 관계,친밀하고 예의 있음,118.0,"“감사합니다”, “괜찮아요” 같은 말이 자연스럽게 입에 배어 있고, 작은 칭찬에도 밝게 웃으며 반응하는 모습에서 바른 인성과 정서적 여유가 함께 느껴집니다. 신뢰와 존중 속에 안정적으로 관계가 형성되어 있습니다."
15.0,교사와의 관계,친밀하고 예의 있음,112.0,"자신의 의견을 말할 때에도 예의 있는 표현을 사용하고, 교사의 피드백에 고개를 끄덕이며 경청하는 태도가 인상적입니다. 어투, 태도 하나하나에서 배려와 존중이 느껴져 주변에도 좋은 영향을 주고 있습니다."
16.0,교사와의 관계,친밀하고 예의 있음,111.0,"상대방의 눈을 보고 이야기하려는 자세, 목소리 톤에 담긴 정중함, 질문에 대한 겸손한 반응 등에서 기본적인 예절이 잘 형성되어 있음을 느낄 수 있습니다. 참 건강하게 자라고 있다는 증거이기도 합니다."
17.0,교사와의 관계,친밀하고 예의 있음,109.0,"교사와의 소통에서 단순히 예의 바른 것을 넘어, 어른을 존중하는 마음이 담긴 태도가 느껴집니다. 배움을 겸손하게 받아들이고, 감사한 마음을 표현할 줄 아는 인성은 무엇보다 큰 성장으로 느껴집니다."
18.0,교사와의 관계,친밀하고 예의 있음,109.0,"교사에게 어떤 상황에서도 예의 있게 반응하고, 때론 장난스러워 보여도 선을 넘지 않으려는 태도가 엿보입니다. 말과 행동을 조절하며 관계를 유지하는 모습에서 또래 이상의 정서적 성숙함이 느껴집니다."
19.0,교사와의 관계,친밀하고 예의 있음,116.0,"어른에 대한 예우, 자신의 말과 행동에 대한 절제, 그리고 교사에 대한 신뢰와 호감이 조화롭게 어우러져 있습니다. 관계 안에서 안정감을 주는 아이로, 보는 사람마다 기분 좋게 만드는 에너지를 지니고 있습니다."
20.0,교사와의 관계,친밀하고 예의 있음,117.0,"감정 표현이 솔직하면서도 공손하고, 교사와의 대화에서도 겸손하고 예의 바른 태도가 지속적으로 유지되고 있습니다. 단순한 친밀함을 넘어, 존중과 신뢰를 기반으로 한 성숙한 관계를 이어가는 모습이 참 인상적입니다."
21.0,교사와의 관계,친밀하고 예의 있음,115.0,"교사와의 관계는 마치 오래 알고 지낸 사람처럼 자연스럽고 따뜻한 분위기입니다. 다정한 말투와 밝은 표정으로 소통하면서도, 말끝마다 예의를 잃지 않아 함께 있는 사람에게 편안함과 존중을 동시에 느끼게 합니다."
